Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Error | Event ID : 0 | Event Name :  | Formatter : The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.7.0 Authentication Required. Learn more at
Date: 6/11/2021 3:11:36 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:18:13 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:18:13 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:18:13 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:18:15 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:18:15 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:18:15 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:18:17 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:18:17 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:18:22 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:18:31 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:23:50 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:23:50 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:23:50 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:23:52 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:23:52 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:23:52 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:23:53 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:23:53 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:23:56 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:23:59 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:24:51 AM | Log Level : Error | Event ID : 1 | Event Name : UnhandledException | Formatter : An unhandled exception has occurred while executing the request.
Date: 6/11/2021 3:26:25 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:26:25 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:26:25 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:26:27 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:26:27 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:26:27 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:26:29 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:26:29 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:26:32 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:26:39 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:29:01 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
